economy,year,value,indicator description,indicator code
SLE,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1965,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1966,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1967,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1968,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1969,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LSO,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MAR,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MDG,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MLI,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MOZ,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MRT,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MUS,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
MWI,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NAM,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NER,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
NGA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
RWA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SDN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SEN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SLE,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SOM,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SSD,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
STP,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SWZ,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
SYC,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TCD,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TGO,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TUN,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
TZA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
UGA,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZAF,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZMB,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ZWE,YR1970,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
AGO,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BDI,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BEN,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BFA,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
BWA,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CAF,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CIV,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CMR,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COD,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COG,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
COM,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
CPV,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DJI,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
DZA,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
EGY,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ERI,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
ETH,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GAB,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GHA,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GIN,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GMB,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNB,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
GNQ,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
KEN,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBR,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
LBY,YR1971,,"ID ownership, 25 and older (%)",FX.OWN.TOTL.OL.ZS
