Country,iso3,year,value,indicator code,indicator description
Djibouti,DJI,,0.0684533955984349,FSI,Financial Secrecy Index
Dominica,DMA,,0.2514145341934758,FSI,Financial Secrecy Index
Denmark,DNK,,0.0632829020849665,FSI,Financial Secrecy Index
Dominican Republic,DOM,,0.0575932648791898,FSI,Financial Secrecy Index
Algeria,DZA,,0.0628803735936494,FSI,Financial Secrecy Index
Ecuador,ECU,,0.0700942264341515,FSI,Financial Secrecy Index
Egypt,EGY,,0.5126252892046633,FSI,Financial Secrecy Index
Eritrea,ERI,,0.0478702092822434,FSI,Financial Secrecy Index
Western Sahara,ESH,,,FSI,Financial Secrecy Index
Spain,ESP,,0.0503768782531437,FSI,Financial Secrecy Index
Estonia,EST,,0.0531445398414768,FSI,Financial Secrecy Index
Ethiopia,ETH,,0.564211309254903,FSI,Financial Secrecy Index
Finland,FIN,,0.0488452588478095,FSI,Financial Secrecy Index
Fiji,FJI,,0.0376170953235355,FSI,Financial Secrecy Index
Falkland Islands,FLK,,,FSI,Financial Secrecy Index
France,FRA,,0.0861236420021981,FSI,Financial Secrecy Index
Faroe Islands,FRO,,,FSI,Financial Secrecy Index
Micronesia,FSM,,0.0248791221015376,FSI,Financial Secrecy Index
Gabon,GAB,,0.5589163116251028,FSI,Financial Secrecy Index
United Kingdom,GBR,,0.1871618037271018,FSI,Financial Secrecy Index
Georgia,GEO,,0.188262199439235,FSI,Financial Secrecy Index
Guernsey,GGY,,,FSI,Financial Secrecy Index
Ghana,GHA,,0.1572415010628255,FSI,Financial Secrecy Index
Gibraltar,GIB,,,FSI,Financial Secrecy Index
Guinea,GIN,,0.0623636990206217,FSI,Financial Secrecy Index
Guadeloupe,GLP,,,FSI,Financial Secrecy Index
Gambia,GMB,,13.26017980739076,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,,2.294526117808664,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,,0.0478365070313819,FSI,Financial Secrecy Index
Greece,GRC,,0.1177309049295534,FSI,Financial Secrecy Index
Grenada,GRD,,0.1241837110443741,FSI,Financial Secrecy Index
Greenland,GRL,,,FSI,Financial Secrecy Index
Guatemala,GTM,,0.025203239293725,FSI,Financial Secrecy Index
French Guiana,GUF,,,FSI,Financial Secrecy Index
Guam,GUM,,,FSI,Financial Secrecy Index
Guyana,GUY,,3.080777632575679,FSI,Financial Secrecy Index
Hong Kong,HKG,,,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,,,FSI,Financial Secrecy Index
Honduras,HND,,0.4361627609644113,FSI,Financial Secrecy Index
Croatia,HRV,,0.0093288084617647,FSI,Financial Secrecy Index
Haiti,HTI,,1.159461028306028,FSI,Financial Secrecy Index
Hungary,HUN,,0.0603114419791036,FSI,Financial Secrecy Index
Indonesia,IDN,,0.4291969986717555,FSI,Financial Secrecy Index
Isle of Man,IMN,,,FSI,Financial Secrecy Index
India,IND,,0.4470075834330314,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,,,FSI,Financial Secrecy Index
Ireland,IRL,,0.7300657064138677,FSI,Financial Secrecy Index
Iran,IRN,,0.0006341300991284,FSI,Financial Secrecy Index
Iraq,IRQ,,0.0025302202292247,FSI,Financial Secrecy Index
Iceland,ISL,,0.0409918068800065,FSI,Financial Secrecy Index
Israel,ISR,,0.1567284189219246,FSI,Financial Secrecy Index
Italy,ITA,,0.0900220401420696,FSI,Financial Secrecy Index
Jamaica,JAM,,0.0559620956146127,FSI,Financial Secrecy Index
Jersey,JEY,,,FSI,Financial Secrecy Index
Jordan,JOR,,0.0815308608431029,FSI,Financial Secrecy Index
Japan,JPN,,0.0211044414497156,FSI,Financial Secrecy Index
Kazakhstan,KAZ,,0.073207160237707,FSI,Financial Secrecy Index
Kenya,KEN,,0.3601782533895954,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,,0.0668215944136854,FSI,Financial Secrecy Index
Cambodia,KHM,,0.0789386707692889,FSI,Financial Secrecy Index
Kiribati,KIR,,0.0136138695063548,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,,0.0506073828037776,FSI,Financial Secrecy Index
South Korea,KOR,,0.0655846946742943,FSI,Financial Secrecy Index
Kuwait,KWT,,0.0069446702393849,FSI,Financial Secrecy Index
Laos,LAO,,0.8098730620222354,FSI,Financial Secrecy Index
Lebanon,LBN,,0.0737681964805124,FSI,Financial Secrecy Index
Liberia,LBR,,5.953690964538684,FSI,Financial Secrecy Index
Libya,LBY,,0.0302389835798542,FSI,Financial Secrecy Index
St. Lucia,LCA,,0.1922065945695241,FSI,Financial Secrecy Index
Liechtenstein,LIE,,,FSI,Financial Secrecy Index
Sri Lanka,LKA,,0.0793408837853317,FSI,Financial Secrecy Index
Lesotho,LSO,,2.133439166354194,FSI,Financial Secrecy Index
Lithuania,LTU,,0.0493347454590061,FSI,Financial Secrecy Index
Luxembourg,LUX,,3.606079799574837,FSI,Financial Secrecy Index
Latvia,LVA,,0.0627806819277438,FSI,Financial Secrecy Index
Macao,MAC,,,FSI,Financial Secrecy Index
St. Martin,MAF,,,FSI,Financial Secrecy Index
Morocco,MAR,,0.20235416277171,FSI,Financial Secrecy Index
Monaco,MCO,,0.003918748377974,FSI,Financial Secrecy Index
Moldova,MDA,,0.0692307851223434,FSI,Financial Secrecy Index
Madagascar,MDG,,0.267715265749436,FSI,Financial Secrecy Index
Maldives,MDV,,0.0026856119770549,FSI,Financial Secrecy Index
Mexico,MEX,,0.2467062828238263,FSI,Financial Secrecy Index
Marshall Islands,MHL,,6.634643904605758,FSI,Financial Secrecy Index
North Macedonia,MKD,,0.0557595093950076,FSI,Financial Secrecy Index
Mali,MLI,,0.1077591833484822,FSI,Financial Secrecy Index
Malta,MLT,,0.5689260344305666,FSI,Financial Secrecy Index
Myanmar,MMR,,0.008311966730019,FSI,Financial Secrecy Index
Montenegro,MNE,,,FSI,Financial Secrecy Index
Mongolia,MNG,,0.1389438591933813,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,,,FSI,Financial Secrecy Index
Mozambique,MOZ,,2.2269099222412523,FSI,Financial Secrecy Index
Mauritania,MRT,,0.1792124608333273,FSI,Financial Secrecy Index
Montserrat,MSR,,,FSI,Financial Secrecy Index
Martinique,MTQ,,,FSI,Financial Secrecy Index
Mauritius,MUS,,0.5791502436249051,FSI,Financial Secrecy Index
Malawi,MWI,,0.3630721476866447,FSI,Financial Secrecy Index
Malaysia,MYS,,0.1919932311783737,FSI,Financial Secrecy Index
Mayotte,MYT,,,FSI,Financial Secrecy Index
Namibia,NAM,,0.0565830164254208,FSI,Financial Secrecy Index
New Caledonia,NCL,,,FSI,Financial Secrecy Index
Niger,NER,,0.0649956172492485,FSI,Financial Secrecy Index
Norfolk Island,NFK,,,FSI,Financial Secrecy Index
Nigeria,NGA,,4.728735877901775,FSI,Financial Secrecy Index
Nicaragua,NIC,,0.1474905679213287,FSI,Financial Secrecy Index
Niue,NIU,,,FSI,Financial Secrecy Index
Netherlands,NLD,,0.1788672683823949,FSI,Financial Secrecy Index
Norway,NOR,,0.0698311022761891,FSI,Financial Secrecy Index
Nepal,NPL,,0.0347570574387202,FSI,Financial Secrecy Index
Nauru,NRU,,0.0001793975316672,FSI,Financial Secrecy Index
New Zealand,NZL,,0.0288085305517743,FSI,Financial Secrecy Index
Oman,OMN,,0.0433209293538543,FSI,Financial Secrecy Index
Pakistan,PAK,,1.274498667191356,FSI,Financial Secrecy Index
Panama,PAN,,0.2918793413581762,FSI,Financial Secrecy Index
Pitcairn,PCN,,,FSI,Financial Secrecy Index
Peru,PER,,0.1980826176756829,FSI,Financial Secrecy Index
Philippines,PHL,,0.5071228146775589,FSI,Financial Secrecy Index
Palau,PLW,,4.24623826574e-05,FSI,Financial Secrecy Index
Papua New Guinea,PNG,,0.0507617465687776,FSI,Financial Secrecy Index
Poland,POL,,0.094593574145408,FSI,Financial Secrecy Index
Puerto Rico,PRI,,,FSI,Financial Secrecy Index
North Korea,PRK,,,FSI,Financial Secrecy Index
Portugal,PRT,,0.0762717662895454,FSI,Financial Secrecy Index
Paraguay,PRY,,0.0894639319891739,FSI,Financial Secrecy Index
Palestine,PSE,,,FSI,Financial Secrecy Index
French Polynesia,PYF,,,FSI,Financial Secrecy Index
Qatar,QAT,,0.0324894280830541,FSI,Financial Secrecy Index
Reunion,REU,,,FSI,Financial Secrecy Index
Romania,ROU,,0.1016286988873449,FSI,Financial Secrecy Index
Russia,RUS,,0.0937347617019699,FSI,Financial Secrecy Index
Rwanda,RWA,,0.3477739295031326,FSI,Financial Secrecy Index
Saudi Arabia,SAU,,0.0928507323108443,FSI,Financial Secrecy Index
Sudan,SDN,,1.211135545010734,FSI,Financial Secrecy Index
Senegal,SEN,,0.703963073953891,FSI,Financial Secrecy Index
Singapore,SGP,,0.8472731152619525,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,,,FSI,Financial Secrecy Index
Saint Helena,SHN,,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,,,FSI,Financial Secrecy Index
Solomon Islands,SLB,,0.0451383023178609,FSI,Financial Secrecy Index
Sierra Leone,SLE,,1.4378151451607288,FSI,Financial Secrecy Index
El Salvador,SLV,,0.0894971561202811,FSI,Financial Secrecy Index
San Marino,SMR,,0.0543142872418212,FSI,Financial Secrecy Index
Somalia,SOM,,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,,,FSI,Financial Secrecy Index
Serbia,SRB,,0.0290181889178479,FSI,Financial Secrecy Index
South Sudan,SSD,,0.0945510294889453,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,,0.0175120245485966,FSI,Financial Secrecy Index
Suriname,SUR,,0.1013257246258815,FSI,Financial Secrecy Index
Slovakia,SVK,,0.0765036962013287,FSI,Financial Secrecy Index
Slovenia,SVN,,0.0710152024277696,FSI,Financial Secrecy Index
Sweden,SWE,,0.0537797737008571,FSI,Financial Secrecy Index
Eswatini,SWZ,,0.1242784725414374,FSI,Financial Secrecy Index
Sint Maarten,SXM,,,FSI,Financial Secrecy Index
Seychelles,SYC,,3.5054546181838826,FSI,Financial Secrecy Index
Syria,SYR,,0.0277998207398937,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,,,FSI,Financial Secrecy Index
Chad,TCD,,3.1778825016463257,FSI,Financial Secrecy Index
Togo,TGO,,0.6200644541223168,FSI,Financial Secrecy Index
Thailand,THA,,0.0876662242590099,FSI,Financial Secrecy Index
Tajikistan,TJK,,1.2869656212927751,FSI,Financial Secrecy Index
Tokelau,TKL,,,FSI,Financial Secrecy Index
Turkmenistan,TKM,,0.0008971657402598,FSI,Financial Secrecy Index
Timor-Leste,TLS,,0.0278371132327266,FSI,Financial Secrecy Index
Tonga,TON,,0.7442489395882174,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,,0.3581505935513826,FSI,Financial Secrecy Index
Tunisia,TUN,,0.1829568725448204,FSI,Financial Secrecy Index
Turkey,TUR,,0.0967286872984698,FSI,Financial Secrecy Index
Tuvalu,TUV,,,FSI,Financial Secrecy Index
Taiwan,TWN,,,FSI,Financial Secrecy Index
Tanzania,TZA,,0.4076421272801091,FSI,Financial Secrecy Index
Uganda,UGA,,0.3142545468096156,FSI,Financial Secrecy Index
Ukraine,UKR,,0.1392535631877036,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,,,FSI,Financial Secrecy Index
Uruguay,URY,,0.0433363407044143,FSI,Financial Secrecy Index
United States,USA,,0.0581895127658576,FSI,Financial Secrecy Index
Uzbekistan,UZB,,0.0955533287503458,FSI,Financial Secrecy Index
Vatican,VAT,,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,,1.322073891400062,FSI,Financial Secrecy Index
Venezuela,VEN,,0.11680149047679,FSI,Financial Secrecy Index
British Virgin Islands,VGB,,,FSI,Financial Secrecy Index
US Virgin Islands,VIR,,,FSI,Financial Secrecy Index
Vietnam,VNM,,0.0722888380612505,FSI,Financial Secrecy Index
Vanuatu,VUT,,0.3284878220368902,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,,,FSI,Financial Secrecy Index
Samoa,WSM,,4.8345480482523975,FSI,Financial Secrecy Index
,XKX,,,FSI,Financial Secrecy Index
Yemen,YEM,,0.2008721914111254,FSI,Financial Secrecy Index
South Africa,ZAF,,0.2238193349800604,FSI,Financial Secrecy Index
Zambia,ZMB,,0.3730143289543372,FSI,Financial Secrecy Index
Zimbabwe,ZWE,,0.2135096364956515,FSI,Financial Secrecy Index
Aruba,ABW,,,FSI,Financial Secrecy Index
Afghanistan,AFG,,0.5270841428008801,FSI,Financial Secrecy Index
Angola,AGO,,0.2418405875434759,FSI,Financial Secrecy Index
Anguilla,AIA,,,FSI,Financial Secrecy Index
Albania,ALB,,0.1307567277955933,FSI,Financial Secrecy Index
Andorra,AND,,0.0700685098403452,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,,0.4267488535304642,FSI,Financial Secrecy Index
Argentina,ARG,,0.0380507120287252,FSI,Financial Secrecy Index
Armenia,ARM,,0.1875284493137591,FSI,Financial Secrecy Index
American Samoa,ASM,,,FSI,Financial Secrecy Index
French Southern Territories,ATF,,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,,0.034817126972046,FSI,Financial Secrecy Index
Australia,AUS,,0.0783020393324148,FSI,Financial Secrecy Index
Austria,AUT,,0.0531933244891719,FSI,Financial Secrecy Index
Azerbaijan,AZE,,0.023461162369067,FSI,Financial Secrecy Index
Burundi,BDI,,0.0353022223641661,FSI,Financial Secrecy Index
Belgium,BEL,,0.097930047442545,FSI,Financial Secrecy Index
Benin,BEN,,0.5118151417293048,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,,,FSI,Financial Secrecy Index
Burkina Faso,BFA,,0.0072861060443936,FSI,Financial Secrecy Index
Bangladesh,BGD,,0.1452152139935109,FSI,Financial Secrecy Index
Bulgaria,BGR,,0.06211531758295,FSI,Financial Secrecy Index
Bahrain,BHR,,0.0,FSI,Financial Secrecy Index
Bahamas,BHS,,0.0,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,,0.022823102437187,FSI,Financial Secrecy Index
Belarus,BLR,,0.0302455826478601,FSI,Financial Secrecy Index
Belize,BLZ,,1.212141161355924,FSI,Financial Secrecy Index
Bermuda,BMU,,,FSI,Financial Secrecy Index
Bolivia,BOL,,0.0880103698473119,FSI,Financial Secrecy Index
Brazil,BRA,,0.1069207931995215,FSI,Financial Secrecy Index
Barbados,BRB,,1.14202903455334,FSI,Financial Secrecy Index
Brunei,BRN,,0.044555621649332,FSI,Financial Secrecy Index
Bhutan,BTN,,0.5019007603162363,FSI,Financial Secrecy Index
Bouvet Island,BVT,,,FSI,Financial Secrecy Index
Botswana,BWA,,0.0189449893563462,FSI,Financial Secrecy Index
Central African Republic,CAF,,0.164897335825613,FSI,Financial Secrecy Index
Canada,CAN,,0.0398758165046344,FSI,Financial Secrecy Index
Cocos Islands,CCK,,,FSI,Financial Secrecy Index
Switzerland,CHE,,0.2141474589059813,FSI,Financial Secrecy Index
Chile,CHL,,0.1620632205806892,FSI,Financial Secrecy Index
China,CHN,,0.0417281860767736,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,,0.3726639673386768,FSI,Financial Secrecy Index
Cameroon,CMR,,2.2010061685520568,FSI,Financial Secrecy Index
Congo DRC,COD,,3.031922114417529,FSI,Financial Secrecy Index
"Congo, Rep.",COG,,2.802647923367517,FSI,Financial Secrecy Index
Cook Islands,COK,,0.0,FSI,Financial Secrecy Index
Colombia,COL,,0.1595569396956839,FSI,Financial Secrecy Index
Comoros,COM,,0.0513194215289456,FSI,Financial Secrecy Index
Cape Verde,CPV,,0.0213547179200182,FSI,Financial Secrecy Index
Costa Rica,CRI,,0.1236147618985116,FSI,Financial Secrecy Index
Cuba,CUB,,0.0002531598403626,FSI,Financial Secrecy Index
Cura�ao,CUW,,,FSI,Financial Secrecy Index
Christmas Island,CXR,,,FSI,Financial Secrecy Index
Cayman Islands,CYM,,,FSI,Financial Secrecy Index
Cyprus,CYP,,1.760097467087003,FSI,Financial Secrecy Index
Czechia,CZE,,0.0563553936808874,FSI,Financial Secrecy Index
Germany,DEU,,0.1379479690112917,FSI,Financial Secrecy Index
Djibouti,DJI,,0.1807438309293223,FSI,Financial Secrecy Index
Dominica,DMA,,0.4077044011081909,FSI,Financial Secrecy Index
Denmark,DNK,,0.074860749218755,FSI,Financial Secrecy Index
Dominican Republic,DOM,,0.1986396046865794,FSI,Financial Secrecy Index
Algeria,DZA,,0.0584393706596427,FSI,Financial Secrecy Index
Ecuador,ECU,,0.0628890257262455,FSI,Financial Secrecy Index
Egypt,EGY,,0.2022652661757747,FSI,Financial Secrecy Index
Eritrea,ERI,,0.0642487885500318,FSI,Financial Secrecy Index
Western Sahara,ESH,,,FSI,Financial Secrecy Index
Spain,ESP,,0.0851329978923245,FSI,Financial Secrecy Index
Estonia,EST,,0.0775564469091545,FSI,Financial Secrecy Index
Ethiopia,ETH,,0.2226199420575832,FSI,Financial Secrecy Index
Finland,FIN,,0.0425394623070955,FSI,Financial Secrecy Index
Fiji,FJI,,0.0245716686541413,FSI,Financial Secrecy Index
Falkland Islands,FLK,,,FSI,Financial Secrecy Index
France,FRA,,0.1892697459538638,FSI,Financial Secrecy Index
Faroe Islands,FRO,,,FSI,Financial Secrecy Index
Micronesia,FSM,,0.0362006039155312,FSI,Financial Secrecy Index
Gabon,GAB,,0.9144160343650998,FSI,Financial Secrecy Index
United Kingdom,GBR,,0.2334344520785705,FSI,Financial Secrecy Index
Georgia,GEO,,0.0755562405297098,FSI,Financial Secrecy Index
Guernsey,GGY,,,FSI,Financial Secrecy Index
Ghana,GHA,,0.1882622074335112,FSI,Financial Secrecy Index
Gibraltar,GIB,,,FSI,Financial Secrecy Index
Guinea,GIN,,0.6598611686505329,FSI,Financial Secrecy Index
Guadeloupe,GLP,,,FSI,Financial Secrecy Index
Gambia,GMB,,2.162974545386769,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,,0.6266004733531727,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,,0.5231939551814405,FSI,Financial Secrecy Index
Greece,GRC,,0.1659288288345209,FSI,Financial Secrecy Index
Grenada,GRD,,0.1380973265665031,FSI,Financial Secrecy Index
Greenland,GRL,,,FSI,Financial Secrecy Index
Guatemala,GTM,,0.1066999343070453,FSI,Financial Secrecy Index
French Guiana,GUF,,,FSI,Financial Secrecy Index
Guam,GUM,,,FSI,Financial Secrecy Index
Guyana,GUY,,0.0124481418659127,FSI,Financial Secrecy Index
Hong Kong,HKG,,,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,,,FSI,Financial Secrecy Index
Honduras,HND,,0.4547291645801779,FSI,Financial Secrecy Index
Croatia,HRV,,0.0567810868708464,FSI,Financial Secrecy Index
Haiti,HTI,,0.0681627237029057,FSI,Financial Secrecy Index
Hungary,HUN,,0.2391104015178206,FSI,Financial Secrecy Index
Indonesia,IDN,,0.1981118561436813,FSI,Financial Secrecy Index
Isle of Man,IMN,,,FSI,Financial Secrecy Index
India,IND,,0.7861850465286099,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,,,FSI,Financial Secrecy Index
Ireland,IRL,,0.7106823170417098,FSI,Financial Secrecy Index
Iran,IRN,,0.000505346282313,FSI,Financial Secrecy Index
Iraq,IRQ,,0.0248695723472533,FSI,Financial Secrecy Index
Iceland,ISL,,0.0528598685552962,FSI,Financial Secrecy Index
Israel,ISR,,0.0842447520886852,FSI,Financial Secrecy Index
Italy,ITA,,0.0488445317889419,FSI,Financial Secrecy Index
Jamaica,JAM,,0.2753713593455267,FSI,Financial Secrecy Index
Jersey,JEY,,,FSI,Financial Secrecy Index
Jordan,JOR,,0.0833115614914638,FSI,Financial Secrecy Index
Japan,JPN,,0.0329077644295203,FSI,Financial Secrecy Index
Kazakhstan,KAZ,,0.0578750788683767,FSI,Financial Secrecy Index
Kenya,KEN,,0.3730778580229386,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,,0.0568646451276618,FSI,Financial Secrecy Index
Cambodia,KHM,,0.5469234889602295,FSI,Financial Secrecy Index
Kiribati,KIR,,0.0099949914861248,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,,0.0700717511639262,FSI,Financial Secrecy Index
South Korea,KOR,,0.0077503366071403,FSI,Financial Secrecy Index
Kuwait,KWT,,0.0,FSI,Financial Secrecy Index
Laos,LAO,,0.3338306965430138,FSI,Financial Secrecy Index
Lebanon,LBN,,0.1069172829072806,FSI,Financial Secrecy Index
Liberia,LBR,,4.274128538027071,FSI,Financial Secrecy Index
Libya,LBY,,,FSI,Financial Secrecy Index
St. Lucia,LCA,,0.1825628649729693,FSI,Financial Secrecy Index
Liechtenstein,LIE,,,FSI,Financial Secrecy Index
Sri Lanka,LKA,,0.0597660322445927,FSI,Financial Secrecy Index
Lesotho,LSO,,0.0053706632278386,FSI,Financial Secrecy Index
Lithuania,LTU,,0.0431921213702947,FSI,Financial Secrecy Index
Luxembourg,LUX,,4.460292794440257,FSI,Financial Secrecy Index
Latvia,LVA,,0.0663898130865911,FSI,Financial Secrecy Index
Macao,MAC,,,FSI,Financial Secrecy Index
St. Martin,MAF,,,FSI,Financial Secrecy Index
Morocco,MAR,,0.3559005761913421,FSI,Financial Secrecy Index
Monaco,MCO,,0.0,FSI,Financial Secrecy Index
Moldova,MDA,,0.0775391598493883,FSI,Financial Secrecy Index
Madagascar,MDG,,0.2870960173304861,FSI,Financial Secrecy Index
Maldives,MDV,,0.013132640409936,FSI,Financial Secrecy Index
Mexico,MEX,,0.309699661805234,FSI,Financial Secrecy Index
Marshall Islands,MHL,,5.622812881367979,FSI,Financial Secrecy Index
North Macedonia,MKD,,0.0854234405355652,FSI,Financial Secrecy Index
Mali,MLI,,0.3540896386612156,FSI,Financial Secrecy Index
Malta,MLT,,0.5750007355594173,FSI,Financial Secrecy Index
Myanmar,MMR,,0.2035090506515374,FSI,Financial Secrecy Index
Montenegro,MNE,,0.0725283970984891,FSI,Financial Secrecy Index
Mongolia,MNG,,0.1049734496816333,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,,,FSI,Financial Secrecy Index
Mozambique,MOZ,,1.2846863353722449,FSI,Financial Secrecy Index
Mauritania,MRT,,0.2462639205601265,FSI,Financial Secrecy Index
Montserrat,MSR,,,FSI,Financial Secrecy Index
Martinique,MTQ,,,FSI,Financial Secrecy Index
Mauritius,MUS,,1.552001092967161,FSI,Financial Secrecy Index
Malawi,MWI,,0.3214709631454385,FSI,Financial Secrecy Index
Malaysia,MYS,,0.2165933906624932,FSI,Financial Secrecy Index
Mayotte,MYT,,,FSI,Financial Secrecy Index
Namibia,NAM,,0.1082021777022727,FSI,Financial Secrecy Index
New Caledonia,NCL,,,FSI,Financial Secrecy Index
Niger,NER,,0.1103765772156306,FSI,Financial Secrecy Index
Norfolk Island,NFK,,,FSI,Financial Secrecy Index
Nigeria,NGA,,0.8575987526120236,FSI,Financial Secrecy Index
Nicaragua,NIC,,0.2872931032682794,FSI,Financial Secrecy Index
Niue,NIU,,0.0315192057969816,FSI,Financial Secrecy Index
Netherlands,NLD,,0.1891337557752126,FSI,Financial Secrecy Index
Norway,NOR,,0.0365905977848424,FSI,Financial Secrecy Index
Nepal,NPL,,0.1283030985619877,FSI,Financial Secrecy Index
Nauru,NRU,,0.0420921850666501,FSI,Financial Secrecy Index
New Zealand,NZL,,0.0263922689364331,FSI,Financial Secrecy Index
Oman,OMN,,0.0519228282987858,FSI,Financial Secrecy Index
Pakistan,PAK,,0.3483816939043928,FSI,Financial Secrecy Index
Panama,PAN,,0.3515678761999865,FSI,Financial Secrecy Index
Pitcairn,PCN,,,FSI,Financial Secrecy Index
Peru,PER,,0.1223346109750782,FSI,Financial Secrecy Index
Philippines,PHL,,0.9995634345044572,FSI,Financial Secrecy Index
Palau,PLW,,0.0001895570242371,FSI,Financial Secrecy Index
Papua New Guinea,PNG,,0.1664077151887505,FSI,Financial Secrecy Index
Poland,POL,,0.118917166937296,FSI,Financial Secrecy Index
Puerto Rico,PRI,,,FSI,Financial Secrecy Index
North Korea,PRK,,,FSI,Financial Secrecy Index
Portugal,PRT,,0.0762024632833917,FSI,Financial Secrecy Index
Paraguay,PRY,,0.0588657719890433,FSI,Financial Secrecy Index
Palestine,PSE,,,FSI,Financial Secrecy Index
French Polynesia,PYF,,,FSI,Financial Secrecy Index
Qatar,QAT,,0.0580576611624492,FSI,Financial Secrecy Index
Reunion,REU,,,FSI,Financial Secrecy Index
Romania,ROU,,0.1466079635015155,FSI,Financial Secrecy Index
Russia,RUS,,0.0571187662783361,FSI,Financial Secrecy Index
Rwanda,RWA,,0.5270985646881222,FSI,Financial Secrecy Index
Saudi Arabia,SAU,,0.0435021414070995,FSI,Financial Secrecy Index
Sudan,SDN,,0.4195912007500698,FSI,Financial Secrecy Index
Senegal,SEN,,1.176884498615742,FSI,Financial Secrecy Index
Singapore,SGP,,0.695189724551054,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,,,FSI,Financial Secrecy Index
Saint Helena,SHN,,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,,,FSI,Financial Secrecy Index
Solomon Islands,SLB,,0.0281933143686076,FSI,Financial Secrecy Index
Sierra Leone,SLE,,1.846389147691702,FSI,Financial Secrecy Index
El Salvador,SLV,,0.1984492112472357,FSI,Financial Secrecy Index
San Marino,SMR,,0.0771724544476211,FSI,Financial Secrecy Index
Somalia,SOM,,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,,,FSI,Financial Secrecy Index
Serbia,SRB,,0.0987776482932429,FSI,Financial Secrecy Index
South Sudan,SSD,,0.0008444709486473,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,,0.0136213660301917,FSI,Financial Secrecy Index
Suriname,SUR,,0.0709902850494947,FSI,Financial Secrecy Index
Slovakia,SVK,,0.1047613463891302,FSI,Financial Secrecy Index
Slovenia,SVN,,0.104547948179455,FSI,Financial Secrecy Index
Sweden,SWE,,0.0527820352550448,FSI,Financial Secrecy Index
Eswatini,SWZ,,0.115186374839811,FSI,Financial Secrecy Index
Sint Maarten,SXM,,,FSI,Financial Secrecy Index
Seychelles,SYC,,3.1077946277177766,FSI,Financial Secrecy Index
Syria,SYR,,0.3830084711455287,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,,,FSI,Financial Secrecy Index
Chad,TCD,,18.36994416420413,FSI,Financial Secrecy Index
Togo,TGO,,0.3168526997034194,FSI,Financial Secrecy Index
Thailand,THA,,0.1330395869943577,FSI,Financial Secrecy Index
Tajikistan,TJK,,0.1556163309431073,FSI,Financial Secrecy Index
Tokelau,TKL,,,FSI,Financial Secrecy Index
Turkmenistan,TKM,,0.0047633879022784,FSI,Financial Secrecy Index
Timor-Leste,TLS,,0.3142329984141511,FSI,Financial Secrecy Index
Tonga,TON,,0.0062514541378835,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,,0.2985843529682272,FSI,Financial Secrecy Index
Tunisia,TUN,,0.2427833429774778,FSI,Financial Secrecy Index
Turkey,TUR,,0.0583647630540787,FSI,Financial Secrecy Index
Tuvalu,TUV,,0.0002244715297704,FSI,Financial Secrecy Index
Taiwan,TWN,,,FSI,Financial Secrecy Index
Tanzania,TZA,,0.3005999839956795,FSI,Financial Secrecy Index
Uganda,UGA,,1.100594368948529,FSI,Financial Secrecy Index
Ukraine,UKR,,0.0890572602253164,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,,,FSI,Financial Secrecy Index
